Versión de firmware: v10.0
Time(ms), Yaw(º), Pitch(º), Roll(º), AccX(mg), AccY(mg), AccZ(mg)
1809,-127.77, 9.07, -7.26, -68.38, -56.26, 988.40;
1817,-127.77, 9.09, -7.28, -153.74, -170.72, 235.70;
1825,-127.76, 9.09, -7.28, -65.47, -114.46, 1033.51;
1833,-127.76, 9.09, -7.29, -69.35, -95.54, 999.07;
1840,-127.76, 9.09, -7.30, -70.81, -124.16, 1033.99;
1848,-127.75, 9.08, -7.30, -58.20, -63.53, 1000.04;
1856,-127.75, 9.08, -7.31, -60.14, -64.50, 996.16;
1864,-127.75, 9.07, -7.32, -63.05, -73.23, 1019.93;
1872,-127.75, 9.07, -7.33, -64.02, -78.08, 1041.27;
1880,-127.74, 9.06, -7.34, -67.90, -97.48, 1040.30;
1888,-127.73, 9.06, -7.34, -63.53, -100.39, 1050.00;
1895,-127.72, 9.06, -7.35, -68.38, -102.82, 1049.51;
1903,-127.70, 9.08, -7.36, -75.17, -137.74, 1175.61;
1911,-127.68, 9.07, -7.36, -67.90, -81.96, 1049.03;
1919,-127.67, 9.08, -7.37, -67.90, -86.81, 1034.96;
1927,-127.66, 9.08, -7.42, -27.64, 134.83, 1935.10;
1935,-127.66, 9.11, -7.47, -137.25, -54.32, 748.34;
1942,-127.65, 9.13, -7.51, -49.47, -165.87, 1083.46;
1950,-127.65, 9.13, -7.53, -15.03, -31.52, 998.59;
1958,-127.64, 9.13, -7.57, -86.33, -57.23, 947.67;
1966,-127.64, 9.16, -7.62, -65.96, -131.92, 1089.28;
1974,-127.64, 9.18, -7.70, -28.13, 242.01, 1481.15;
1982,-127.64, 9.19, -7.84, -79.05, -116.40, 896.74;
1989,-127.65, 9.20, -7.92, -61.11, -133.37, 1029.63;
1997,-127.65, 9.23, -8.02, -66.44, -124.16, 1217.32;
2005,-127.64, 9.28, -8.13, -45.59, -12.61, 1107.71;
2013,-127.64, 9.32, -8.21, -145.01, -54.32, 982.10;
2021,-127.63, 9.37, -8.31, 24.73, -144.53, 1209.07;
2029,-127.63, 9.44, -8.45, -76.14, -107.67, 1114.99;
2036,-127.64, 9.50, -8.57, -10.67, -72.26, 830.78;
2044,-127.64, 9.57, -8.68, -131.43, -194.48, 1520.92;
2052,-127.63, 9.65, -8.76, -129.49, -132.40, 706.14;
2060,-127.63, 9.72, -8.83, -136.77, -166.84, 1327.41;
2068,-127.63, 9.81, -8.89, -291.96, -179.93, 1351.66;
2076,-127.63, 9.91, -8.95, -261.41, -77.11, 904.99;
2083,-127.61, 9.99, -9.06, -321.55, -201.27, 1270.18;
2091,-127.60, 10.09, -9.14, -299.24, 0.97, 1017.99;
2099,-127.57, 10.14, -9.24, -265.77, -137.74, 1393.85;
2107,-127.52, 10.18, -9.39, -270.62, -93.12, 1144.08;
2115,-127.49, 10.22, -9.53, -217.76, -138.22, 869.10;
2124,-127.44, 10.28, -9.68, -272.08, -124.64, 873.95;
2131,-127.37, 10.29, -9.77, -200.30, 286.63, 819.63;
2138,-127.26, 10.27, -9.86, -230.37, -44.13, 801.20;
2146,-127.10, 10.27, -9.75, -203.21, 294.39, 972.40;
